"Record ID","Record","Associated company > Domains","Series","Associated company > Description","Lead Investors > Name","New Investors > Name","Investors > Name","Access","Deal stage","""Deal stage"" Changed At","""Deal stage"" Previous Values","Source","Deal Size","Post Valuation","Deal Date","Investors > Team","Associated company > Team > Name","Investors > Domains"
"1f618d7c-26c9-456a-9a92-a57bb7ad1d99","Paper","paper.design","Series A","Developer of digital interface creation tools intended for design purposes. The company's platform provides a workspace with features such as component libraries, collaborative editing, version control, and export functionalities for various file formats, enabling design teams to streamline their workflow and maintain consistency across projects.","Accel,IconiQ","Designer Fund,IconiQ","Accel,base case capital,Designer Fund,Guillermo Rauch,IconiQ",,"Radar","2026-07-27T18:10:30Z","","ID8 Investments","34000000",,"2026-07-22",,,"accel.com,basecase.vc,designerfund.com,rauchg.com,iconiq.com"
"8f5bf0fa-0ef7-4c7c-bc8c-752533c54c5e","Supabase","supabase.com","Series F",,"GIC",,"Accel,Coatue Management,Craft Ventures,Destiny,Felicis,Georgian,GIC,Peak XV,Salesforce Ventures,Stripe,Y Combinator",,"Pipeline","2026-07-22T15:05:47Z","","ID8 Investments",,"10500000000","2026-07-22","Bil Harmer,Niki Pezeshki,Dasha Barannik,David Renne,Kerry Wen",,"accel.com,coatue.com,craftventures.com,destiny.xyz,felicis.com,georgian.io,gic.com.sg,peakxv.com,salesforceventures.com,stripe.com,ycombinator.com"
"9cd6ecf0-ce90-4726-916f-3f989b473585","Arrakis Technologies (Business/Productivity Software)","arrakistechnologies.ai","Series A","Developer of an artificial intelligence agent deployment platform designed to help enterprises transition from AI experimentation to production-scale implementation. The company's platform offers model-agnostic architecture with read-and-write integrations across enterprise resource planning systems, data parsing for emails and documents, a living knowledge graph for shared operational models, bring-your-own-model flexibility, and GDPR standards with full auditability and granular access controls, enabling industrial enterprises in regulated, mission-critical sectors to collapse manual workflows into governed AI-driven processes that improve over time while achieving cycle times and measurable operational efficiency.","Blossom Capital,Sequoia Capital","Blossom Capital,Drysdale Ventures,Innovation Endeavors,Lux Capital,Rerail,Sequoia Capital","Accel,Blossom Capital,Drysdale Ventures,Innovation Endeavors,Lux Capital,Rerail,Sequoia Capital",,"Radar","2026-07-29T13:36:08Z","Radar,Qualified","ID8 Investments","30410000","140000000","2026-07-22","Alfred Lin",,"accel.com,blossomcap.com,drysdale.vc,innovationendeavors.com,luxcapital.com,rerail.vc,sequoiacap.com"
"a9855760-84ee-4a05-81c2-18423a97dcbd","Cathedral",,,,"Andreessen Horowitz,Sequoia Capital","Andreessen Horowitz,Sequoia Capital","Andreessen Horowitz,Sequoia Capital",,"Radar","2026-07-27T18:10:25Z","","ID8 Investments","160000000","1400000000","2026-07-22","Michelle Volz,Alfred Lin",,"a16z.com,sequoiacap.com"
"3e16f43d-dbde-483a-9f51-4aa204b7d11f","Neo Security","neo.ai","Series A","Developer of a collaborative conversational AI platform designed to enable secure human and AI collaboration for complex decision-making. The company offers private AI models, customizable AI personas, and auditable multi-agent interactions, enabling enterprises to deploy controlled AI systems with data privacy and transparent decision-making.","Andreessen Horowitz,Bessemer Venture Partners","Bessemer Venture Partners,Craft Ventures","Andreessen Horowitz,Bessemer Venture Partners,Craft Ventures,Merlin Ventures",,"Radar","2026-07-27T18:10:29Z","","ID8 Investments","100000000",,"2026-07-20","Michelle Volz,Bil Harmer",,"a16z.com,bvp.com,craftventures.com,merlin.vc"
"fe829c31-06ea-42fb-bbc6-a194d1bb9fcc","CuspAI","cusp.ai","Series B","Developer of an AI-powered materials discovery platform designed to accelerate the development of advanced materials. The company's platform combines generative AI, molecular simulations, and physics-based modeling to design and evaluate novel materials for applications such as carbon capture, semiconductors, batteries, and clean energy, enabling industrial and research organizations to accelerate materials innovation and reduce development timelines.","Kleiner Perkins,New Enterprise Associates","AMD,Bezos Expeditions,EQT Group,Glade Brook Capital Partners,Invest-NL (Investment Company),Kleiner Perkins,Lux Capital,Sovereign AI,StepStone Group,Tru Arrow Partners","AMD,Basis Set Ventures,Bezos Expeditions,EQT Group,Giant Ventures,Glade Brook Capital Partners,Invest-NL (Investment Company),Kleiner Perkins,Lux Capital,New Enterprise Associates,Northzone,Phoenix Court,Sovereign AI,StepStone Group,Temasek,Touring Capital,Tru Arrow Partners",,"Qualified","2026-07-27T18:07:35Z","","ID8 Investments","445130000","2532150000","2026-07-20","Russell Yue",,"amdventures.com,basisset.com,bezosexpeditions.com,eqtgroup.com,giant.vc,gladebrookcapital.com,invest-nl.nl,kleinerperkins.com,luxcapital.com,nea.com,northzone.com,phoenixcourt.vc,sovereignai.gov.uk,stepstonegroup.com,temasek.com.sg,touringcapital.com,truarrow.com"
"46c06171-8871-4a97-8e97-e3ebb43d8ce5","Quaise Energy","quaise.com","Series B",,,,,,"Pipeline","2026-07-16T19:46:27Z","",,,,"2026-07-16",,,
"ae22fc35-ca00-497e-95b4-eaa52d9a97aa","Sable AI","withsable.com",,"Developer of AI (artificial intelligence) agents intended to run and explain software demos at scale. The company offers agents that can visually interpret interfaces, interact through clicks, and provide step by step explanations, enabling sales and product teams to demonstrate software effectively and consistently.","8VC,Sequoia Capital","8VC,BoxGroup,Palantir Technologies,Sabrina Hahn,Sequoia Capital,SVA,Valor","8VC,BoxGroup,Palantir Technologies,Sabrina Hahn,Sequoia Capital,SVA,Valor",,"Radar","2026-07-20T14:38:36Z","","ID8 Investments","45000000",,"2026-07-16","Kimmy Scotti,Alfred Lin",,"8vc.com,boxgroup.com,palantir.com,sabrinahahn.com,sequoiacap.com,svangel.com,valorep.com"
"bc4834ee-089d-4957-b145-df5015d683f7","Digital Asset","digitalasset.com","Series F","Developer of a distributed ledger technology designed to build encrypted straight-through processing tools. The company's technology offers tools for digital ledgers to track and settle digital and mainstream financial assets in a cryptographically secure environment, enabling organizations to work across traditional boundaries and create interconnected networks where information and assets flow freely.","Andreessen Horowitz","Abu Dhabi Investment Authority,Alumni Ventures,Andreessen Horowitz,ARK Funds,Bank of New York Mellon,Hanwha Investment & Securities Company,HSBC Holdings,iCapital Holdings,Illuminate Financial,Institutional Capital Network,LongHash Ventures,Nasdaq,R136 Ventures,S&P Global,SBI Insurance Group,SC Ventures,Shinhan Financial Group,Smash Capital,TIBAS Ventures","7RIDGE,ABN AMRO Bank (AMS: ABN),Abu Dhabi Investment Authority,Alumni Ventures,Andreessen Horowitz,ARK Funds,Bank of New York Mellon,BNP Paribas (PAR: BNP),Broadridge Financial Solutions (NYS: BR),Citadel Securities,Hanwha Investment & Securities Company,HSBC Holdings,iCapital Holdings,Illuminate Financial,Institutional Capital Network,Liberty City Ventures,LongHash Ventures,Nasdaq,Optiver,Polychain Capital,R136 Ventures,S&P Global,SBI Insurance Group,SC Ventures,Shinhan Financial Group,Smash Capital,Goldman Sachs,TIBAS Ventures,Tradeweb",,"Qualified","2026-07-20T14:22:21Z","","ID8 Investments","355000000",,"2026-07-16","Sarah Worden,Pete Mathias,Michelle Volz,Tim Monahan",,"7ridge.com,abnamro.com,adia.ae,av.vc,a16z.com,ark-funds.com,bny.com,group.bnpparibas,broadridge.com,citadelsecurities.com,hanwhawm.com,hsbc.com,ich-icapital.com,illuminatefinancial.com,icapital.com,libertycityventures.com,longhash.vc,nasdaq.com,optiver.com,polychain.capital,r136.vc,spglobal.com,sbiig.co.jp,scventures.io,shinhangroup.com,smashcap.com,goldmansachs.com,tibasventures.com,tradeweb.com"
"d97e23db-f64b-4bd8-8463-56c3cbd9ef87","Fireworks AI","fireworks.ai","Series D","Developer of a generative artificial intelligence platform designed to build and run AI agents and applications. The company's platform aims to run, fine-tune, and share large language models to solve product problems, deliver real-time performance with minimal latency, high throughput, and unmatched concurrency, enabling developers and businesses to scale at a faster rate through rapid product iteration building, as well as minimizing cost to serve.","""Atreides Management,"",Index Ventures,TCV","20VC,""Atreides Management,"",Bessemer Venture Partners,Insight Partners,Lone Pine Capital,Menlo Ventures,Ontario Teachers' Pension Plan,Operator Collective 🔆,Prysm Capital,TCV,TIME Ventures (VC)","20VC,""Atreides Management,"",Bessemer Venture Partners,Evantic,Index Ventures,Insight Partners,Lightspeed Venture Partners,Lone Pine Capital,Menlo Ventures,Nvidia (NAS: NVDA),Ontario Teachers' Pension Plan,Operator Collective 🔆,Original Capital,Prysm Capital,TCV,TIME Ventures (VC)",,"Qualified","2026-07-20T14:22:26Z","","ID8 Investments","1505000000","17500000000","2026-07-16","Brad Fiedler,Shimali Puri,Jayni Shah,Sumeet Gajri,Ryan Snow",,"20vc.fund,atreidesmgmt.com,bvp.com,evantic.ai,indexventures.com,insightpartners.com,lsvp.com,lonepinecapital.com,menlovc.com,nvidia.com,otpp.com,operatorcollective.com,originalcapital.com,prysmcapital.com,tcv.com,ventures.time.com"
"61d44515-625b-4dcf-8615-b34fd5a9513d","Monumental (Hardware)","monumental.co","Series B","Developer of on-site construction robotics designed to make construction software-defined and autonomous. The company's robotics uses a suite of autonomous electric robots to speed up the process and provide sustainable and safe construction, enabling clients to build homes within a day using minimal labor.","Khosla Ventures","Khosla Ventures","Hummingbird Ventures,Khosla Ventures,Plural VC",,"Qualified","2026-07-20T14:22:31Z","","ID8 Investments","32000000",,"2026-07-15","Alex Morgan",,"hummingbird.vc,khoslaventures.com,plural.vc"
"797ff19f-bc25-406d-9a8a-45d1fa464149","AdvanCell","advancell.com.au","Series D","Operator of radiopharmaceutical therapies intended to treat cancer using targeted alpha-emitting radionuclides. The company offers a proprietary lead-based radionuclide platform, integrated manufacturing, and clinical development capabilities, enabling healthcare providers to access targeted cancer therapies that improve treatment outcomes.","Ally Bridge Group,Alpha Wave Global","Ally Bridge Group,Alpha Wave Global,Bain Capital,Eventide Asset Management,Fidelity Investments,T. Rowe Price","Abingworth,Ally Bridge Group,Alpha Wave Global,Bain Capital,Brandon Capital,Catalio Capital Management,Eventide Asset Management,Fidelity Investments,Morningside Group,Proto Axiom,Sanofi Ventures,SV Health Investors,SymBiosis Capital Management,T. Rowe Price,Tenmile,Time BioVentures",,"Radar","2026-07-20T14:38:28Z","","ID8 Investments","315000000",,"2026-07-15","Jamison Hill,Faraz Fatemi,Madeline Dufour,Tramy Nguyen,Samantha Tomaszewski",,"abingworth.com,ally-bridge.com,alphawaveglobal.com,baincapital.com,brandoncapital.vc,cataliocapital.com,eventideinvestments.com,fidelity.com,morningside.com,protoaxiom.com,sanofiventures.com,svhealthinvestors.com,symbiosis.vc,troweprice.com,tenmile.com,timebioventures.com"
"a729c818-e0a4-43e7-805e-c4416e3f247a","Ollama","ollama.com","Series B","Developer of a local inference platform designed for businesses to run large language models. The company's platform offers tools to run models on sensitive data, model deployment, model management, application programming interfaces, and cloud integration features to run and manage large language models, enabling developers and enterprises to build, deploy, and operate artificial intelligence applications with flexibility.",,,"Wildcard Ventures",,"Watchlist","2026-07-14T22:41:55Z","",,,,"2026-07-14",,,"wildcardventures.vc"
"ca8e5bed-4b04-47d5-b235-828fa2c9f323","Chai Discovery","chaidiscovery.com","Series C","Developer of an AI-based molecular interactions platform designed for molecular structure prediction that performs state-of-the-art across tasks relevant to drug discovery. The company's platform operates models that can predict the structure of biochemical molecules and reprogram how they interact for developing new medications, enabling researchers to get unified predictions of proteins, small molecules, DNA, RNA, and covalent modifications.","Dimension,Index Ventures,Kleiner Perkins,Sequoia Capital","Baillie Gifford,Bain Capital,Battery Ventures,BDT & MSD Partners,Index Ventures,Kleiner Perkins,Octant Ventures,Sapphire Ventures,Scribble Ventures,Sequoia Capital","Avenir Growth Capital,Avra,Baillie Gifford,Bain Capital,Battery Ventures,BDT & MSD Partners,Dimension,General Catalyst,Glade Brook Capital Partners,Index Ventures,Kleiner Perkins,Menlo Ventures,Oak HC/FT,Octant Ventures,OpenAI,Sapphire Ventures,Scribble Ventures,Sequoia Capital,Thrive Capital",,"Radar","2026-07-20T14:38:31Z","","ID8 Investments","400000000","3800000000","2026-07-14","Jamison Hill,Faraz Fatemi,Madeline Dufour,Tramy Nguyen,Samantha Tomaszewski,Shimali Puri,Jayni Shah,Alfred Lin",,"avenirgrowth.com,avracap.com,bailliegifford.com,baincapital.com,battery.com,bdtmsd.com,dimensioncap.com,generalcatalyst.com,gladebrookcapital.com,indexventures.com,kleinerperkins.com,menlovc.com,oakhcft.com,octantventures.com,openai.fund,sapphireventures.com,scribble.vc,sequoiacap.com,thrivecap.com,yosemite.co"
"f92f4289-45dc-483d-8b39-f656e7199e9f","Retool","retool.com","Series E",,,,"Wildcard Ventures",,"Watchlist","2026-07-14T22:48:41Z","Qualified",,,,"2026-07-14",,,"wildcardventures.vc"
"4d60264b-d5ae-48a6-85e0-67be4583cfed","Helsing","helsing.ai","Series E","Developer of artificial intelligence-driven autonomous systems and defense hardware designed for protecting democratic nations. The company's platform integrates airborne, maritime, and electronic warfare capabilities, including autonomous combat aircraft, strike drones, underwater mass systems, and electronic warfare artificial intelligence into a unified government-connected network, enabling allied militaries and defense industries to achieve coordinated, adaptive, and ethically governed battlefield awareness and precision engagement across all operational domains.","Dragoneer Investment Group,Lightspeed Venture Partners","Alkeon Capital Management,CPP Investments,DC Capital Partners,Disruptive,Dragoneer Investment Group,General Catalyst Global Resilience Merger,Goldman Sachs,IconiQ,JPMorgan Chase & Co.,Lakestar,The Stepstone Group","Alkeon Capital Management,CPP Investments,DC Capital Partners,Disruptive,Dragoneer Investment Group,General Catalyst Global Resilience Merger,Goldman Sachs,IconiQ,JPMorgan Chase & Co.,Lakestar,Lightspeed Venture Partners,Plural (England),The Stepstone Group",,"Qualified","2026-07-14T19:16:22Z","","ID8 Investments","1800000000","18000000000","2026-07-13","Alex Tahsili",,"alkeoncapital.com,cppinvestments.com,dccp.com,disruptive.tech,dragoneer.com,globalresiliencemergercorp.com,am.gs.com,iconiq.com,jpmorganchase.com,lakestar.com,lsvp.com,pluralplatform.com,thestepstonegroup.com"
"8ea1785a-d8a2-4b7e-8806-5709f3484e14","Nous Research","nousresearch.com","Series B",,,,"Mechanism Capital,Paradigm,Delphi Digital,Mozilla Ventures,🤖 Leshner,BREED,Cadenza Ventures,Distributed Global,North Island Ventures,Collab+Currency,OSS Capital,Faction - Blockchain Venture Capital",,"Pipeline","2026-07-07T22:36:36Z","Qualified",,,,"2026-07-12","Harris Wellner,Aniruddh Chittabathini",,"paradigm.xyz,mechanism.capital,delphidigital.io,breed.vc,delphiventures.io,robvc.com,mozilla.vc,cadenza.vc,distributedglobal.com,northisland.ventures,collabcurrency.com,faction.vc,oss.capital"
"9c52648a-b889-49db-91b5-8bc5c346a6c0","Instinct","instinct.co",,,,,,,"Pipeline","2026-07-07T22:25:31Z","",,,,"2026-07-12",,,
"a68ef637-fb8e-4316-992f-5db15bd70034","Databento","databento.com","Series B","Developer of a colocation platform designed to provide simpler and faster access to historical data to receive market data. The company's platform automates data licensing and reduces onboarding time for reliable capture to access institutional-grade financial data, to pick up live exchange feeds and terabytes of historical data, enabling businesses and financial institutions to access high-fidelity data capture directly from the source, save storage costs, and avoid low-latency.","New Enterprise Associates","Cross Creek Advisors,DRW Venture Capital,House Of Ventures,Morrison Seger,Motley Fool Ventures,New Enterprise Associates,TGVP","Cross Creek Advisors,DRW Venture Capital,House Of Ventures,Morrison Seger,Motley Fool Ventures,New Enterprise Associates,Redpoint Ventures,TGVP,Tribe Capital",,"Qualified","2026-07-13T14:13:22Z","","ID8 Investments","97030000",,"2026-07-09","Tomasz Tunguz,Andrew Przybylski,Boris Revsin,Caroline Edson,evan@tribecap.co,Jon Mariano,MK McCormick",,"crosscreek.vc,drwvc.com,houseof.vc,morrisonseger.com,foolventures.com,nea.com,redpoint.com,tgvp.vc,tribecap.co"
"ffbc847a-4848-49ad-b182-43be4774117a","Ollama","ollama.com","Series B","Developer of a local inference platform designed for businesses to run large language models. The company's platform offers tools to run models on sensitive data, model deployment, model management, application programming interfaces, and cloud integration features to run and manage large language models, enabling developers and enterprises to build, deploy, and operate artificial intelligence applications with flexibility.","Theory Ventures","49 Palms Ventures,8VC,Garage Capital,GTMfund,Pace Capital,Theory Ventures","49 Palms Ventures,8VC,Benchmark,Garage Capital,GTMfund,Pace Capital,Theory Ventures,Y Combinator",,"Radar","2026-07-30T18:33:06Z","Qualified","ID8 Investments","65000000",,"2026-07-09","Kimmy Scotti",,"49palmsvc.com,8vc.com,benchmark.com,garage.vc,gtmfund.com,pacecapital.com,theoryvc.com,ycombinator.com"
"619524ab-6ee9-4050-a224-ae57d9be7e8f","Norm Ai","norm.ai","Series C","Developer of a regulatory AI agent platform designed to automate compliance processes. The company's platform solves the regulatory sludge problem by converting regulations into AI agents that can make autonomous compliance determinations, enabling businesses to delegate tasks via instructions, while at the same time validating the resulting work product at any level of granularity.","Khosla Ventures","Fenwick,Khosla Ventures","Bain Capital Ventures,Coatue Management,Craft Ventures,Fenwick,Khosla Ventures,New York Life Ventures,The Vanguard Group",,"Qualified","2026-07-13T14:13:28Z","","ID8 Investments","120000000","1500000000","2026-07-07","Bil Harmer,Michael Brown,Lisa Molinari,Chance Goldberg,Antonia Sequeira,Alex Morgan",,"baincapitalventures.com,coatue.com,craftventures.com,fenwick.com,khoslaventures.com,nylventures.com,vanguard.com"
"771398f8-262a-4288-b918-65ab4e37ec54","Oratomic","oratomic.com","Series A","Developer of quantum computing hardware designed for fault-tolerant and utility-scale operations. The company's systems utilize neutral atoms, light-based manipulation and ultra-efficient error correction, enabling scientific researchers to perform complex calculations and advance artificial intelligence through stable quantum processing architectures.","ARCH Venture Partners,Khosla Ventures,Spark Capital","7i Capital,ARCH Venture Partners,Bain Capital Ventures,Bezos Expeditions,Formation 8,General Catalyst,Genius Ventures,Index Ventures,Infleqtion,Khosla Ventures,Lowercarbon Capital,Nebular,Spark Capital","7i Capital,ARCH Venture Partners,Bain Capital Ventures,Bezos Expeditions,Formation 8,General Catalyst,Genius Ventures,Index Ventures,Infleqtion,Khosla Ventures,Lowercarbon Capital,Nebular,Spark Capital",,"Radar","2026-07-13T14:16:19Z","","ID8 Investments","300000000","1248500000","2026-07-07","Alex Morgan",,"7i.vc,archventure.com,baincapitalventures.com,bezosexpeditions.com,formation8.com,generalcatalyst.com,geniusventures.io,indexventures.com,infleqtion.com,khoslaventures.com,lowercarbon.com,nebular.vc,sparkcapital.com"
"6cf21044-87fb-4c48-92cb-15f61b980ce9","Lovable","lovable.dev","Series C","Developer of an artificial intelligence-driven application builder designed to let users create apps and websites through conversational prompts. The company's platform offers a chat-based creation interface, ready-made templates, and community-shared apps, enabling developers, designers, founders, and internal teams to build functional digital products faster with less technical effort.",,,,,"Pipeline","2026-07-16T19:50:58Z","",,,,"2026-07-06",,,
